age,default,balance,housing,loan,day,duration,campaign,pdays,previous,deposit,log_balance,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,contact_telephone,contact_unknown,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,poutcome_unknown
1.491504880292054,0,0.25252514336959164,1,0,5,1.9302258878699303,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,1,7.759614150696903,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.2396756668140116,0,-0.459973601201242,0,0,5,3.1546116096227013,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,1,3.828641396489095,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.01947040057620028,0,-0.08016030176726845,1,0,5,2.92990081833631,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,1,7.147559271189454,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.1557325956546642,0,0.2937620158795659,1,0,5,0.5963656780545586,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,1,7.814803429489359,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.0717895244953168,0,-0.4168764186532238,0,0,5,0.8671709906304655,-0.18678537458947123,-0.48118405401369996,-0.3632598446560345,1,5.220355825078325,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.06447267058314718,0,-0.47392592648657167,1,1,5,0.5473902491844478,-0.18678537458947123,-0.48118405401369996,-0.3632598446560345,1,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.2396756668140116,0,-0.2165830378904916,1,1,6,2.3882901931844964,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,1,6.7226297948554485,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.5754479514514015,0,-0.30494776469757934,1,0,6,1.8956549969027932,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,1,6.302618975744905,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-0.35524268521359015,0,-0.4736158748135643,1,0,6,0.6799119978918066,-0.5541683439582251,-0.48118405401369996,-0.3632598446560345,1,0.6931471805599453,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
-1.1107303256477175,0,1.1042370891207143,1,0,6,2.664857320921593,0.18059759477928267,-0.48118405401369996,-0.3632598446560345,1,8.535229553902337,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
